Partner,Type,ID,Compare
Oxfam,Rows are Duplicates,4047,4048
Oxfam,Rows are Duplicates,4030,4029
Oxfam,Rows are Duplicates,4022,4023
Oxfam,Rows are Duplicates,4087,4088
Oxfam,Rows are Duplicates,4085,4086
Oxfam,Rows are Duplicates,4068,4069
Oxfam,Rows are Duplicates,4164,4163
Oxfam,Rows are Duplicates,4174,4173
Oxfam,Rows are Duplicates,4291,4292
Oxfam,Rows are Duplicates,4343,4342
Oxfam,Rows are Duplicates,4541,4542
Oxfam,Rows are Duplicates,4601,4602
Oxfam,Rows are Duplicates,4692,4693
Oxfam,Rows are Duplicates,4710,4711
Oxfam,Rows are Duplicates,4684,4683
Oxfam,Rows are Duplicates,4695,4696
Oxfam,Rows are Duplicates,4610,4611
Oxfam,Rows are Duplicates,4445,4446
Oxfam,Rows are Duplicates,4482,4483
Oxfam,Rows are Duplicates,4502,4503
Oxfam,Rows are Duplicates,4435,4436
Oxfam,Rows are Duplicates,4378,4377
Oxfam,Rows are Duplicates,4372,4371
Oxfam,Rows are Duplicates,1122,1121
Oxfam,Rows are Duplicates,1137,1138
Oxfam,Rows are Duplicates,1126,1127
Oxfam,Rows are Duplicates,1127,1125
Oxfam,Rows are Duplicates,1126,1125
Oxfam,Rows are Duplicates,1132,1131
Oxfam,Rows are Duplicates,1114,1115
Oxfam,Rows are Duplicates,1116,1117
Oxfam,Rows are Duplicates,1098,1097
Oxfam,Rows are Duplicates,1100,1099
Oxfam,Rows are Duplicates,1029,1028
Oxfam,Rows are Duplicates,1053,1054
Oxfam,Rows are Duplicates,1152,1151
Oxfam,Rows are Duplicates,1270,1269
Oxfam,Rows are Duplicates,1288,1289
Oxfam,Rows are Duplicates,1283,1284
Oxfam,Rows are Duplicates,1436,1435
Oxfam,Rows are Duplicates,1412,1413
Oxfam,Rows are Duplicates,1341,1340
Oxfam,Rows are Duplicates,1346,1345
Oxfam,Rows are Duplicates,1364,1363
Oxfam,Rows are Duplicates,1492,1493
Oxfam,Rows are Duplicates,1602,1603
Oxfam,Rows are Duplicates,1580,1581
Oxfam,Rows are Duplicates,1605,1604
Oxfam,Rows are Duplicates,1625,1626
Oxfam,Rows are Duplicates,2348,2349
Oxfam,Rows are Duplicates,2237,2238
Oxfam,Rows are Duplicates,2223,2224
Oxfam,Rows are Duplicates,2208,2209
Oxfam,Rows are Duplicates,2007,2008
Oxfam,Rows are Duplicates,1950,1949
Oxfam,Rows are Duplicates,1954,1955
Oxfam,Rows are Duplicates,1815,1814
Oxfam,Rows are Duplicates,1773,1772
Oxfam,Rows are Duplicates,1754,1753
Oxfam,Rows are Duplicates,1769,1768
Oxfam,Rows are Duplicates,1718,1719
Oxfam,Rows are Duplicates,1714,1715
Oxfam,Rows are Duplicates,1711,1712
Oxfam,Rows are Duplicates,3810,3811
Oxfam,Rows are Duplicates,3666,3667
Oxfam,Rows are Duplicates,3677,3678
Oxfam,Rows are Duplicates,3570,3569
Oxfam,Rows are Duplicates,3556,3555
Oxfam,Rows are Duplicates,3423,3422
Oxfam,Rows are Duplicates,2931,2930
Oxfam,Rows are Duplicates,2951,2950
Oxfam,Rows are Duplicates,3344,3345
Oxfam,Rows are Duplicates,3220,3219
Oxfam,Rows are Duplicates,3246,3248
Oxfam,Rows are Duplicates,3186,3185
Oxfam,Rows are Duplicates,3198,3199
Oxfam,Rows are Duplicates,3191,3192
Oxfam,Rows are Duplicates,3139,3138
Oxfam,Rows are Duplicates,3160,3161
Oxfam,Rows are Duplicates,3159,3158
Oxfam,Rows are Duplicates,2375,2376
Oxfam,Rows are Duplicates,2735,2736
Oxfam,Rows are Duplicates,2643,2644
Oxfam,Rows are Duplicates,2644,2642
Oxfam,Rows are Duplicates,2643,2642
Oxfam,Rows are Duplicates,2644,2641
Oxfam,Rows are Duplicates,2643,2641
Oxfam,Rows are Duplicates,2642,2641
Oxfam,Rows are Duplicates,2639,2640
Oxfam,Rows are Duplicates,2644,2645
Oxfam,Rows are Duplicates,2604,2603
Oxfam,Rows are Duplicates,2569,2568
Oxfam,Rows are Duplicates,2535,2536
Oxfam,Rows Not Consistent,5058,5059
