longitude,latitude,septic_id,septic_id_short,septic_district,septic_block,septic_number,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,steel_id_short,steel_type,steel_district,steel_number,steel_capacity,house_count,house_ids
36.328077,32.285070,D09-B15-T02,D9-B15-T2,9,15,2,8,1.2,,,,,,,,7,"D09-B15-H007,D09-B15-H008,D09-B15-H009,D09-B15-H010,D09-B15-H011,D09-B15-H012,D09-B15-H013"
36.328304,32.285036,D09-B15-T03,D9-B15-T3,9,15,3,8,1.5,,,,,,,,6,"D09-B15-H014,D09-B15-H015,D09-B15-H016,D09-B15-H017,D09-B15-H018,D09-B15-H019"
36.328494,32.284849,D09-B15-T04,D9-B15-T4,9,15,4,8,1.4,,,,,,,,5,"D09-B15-H020,D09-B15-H021,D09-B15-H022,D09-B15-H023,D09-B15-H024"
36.328828,32.284809,D09-B15-T05,D9-B15-T5,9,15,5,8,1.4,,,,,,,,7,"D09-B15-H025,D09-B15-H026,D09-B15-H027,D09-B15-H028,D09-B15-H029,D09-B15-H030,D09-B15-H031"
36.329023,32.284753,D09-B15-T06,D9-B15-T6,9,15,6,8,1.4,,,,,,,,6,"D09-B15-H032,D09-B15-H033,D09-B15-H034,D09-B15-H035,D09-B15-H036,D09-B15-H037"
36.329275,32.284643,D09-B15-T07,D9-B15-T7,9,15,7,8,1.6,,,,,,,,7,"D09-B15-H038,D09-B15-H039,D09-B15-H040,D09-B15-H041,D09-B15-H042,D09-B15-H043,D09-B15-H044"
36.329293,32.284366,D09-B15-T08,D9-B15-T8,9,15,8,8,1.6,,,,,,,,5,"D09-B15-H045,D09-B15-H046,D09-B15-H047,D09-B15-H048,D09-B15-H049"
36.329601,32.284282,D09-B15-T09,D9-B15-T9,9,15,9,8,1.6,,,,,,,,7,"D09-B15-H050,D09-B15-H051,D09-B15-H052,D09-B15-H053,D09-B15-H054,D09-B15-H055,D09-B15-H056"
36.329895,32.284195,D09-B15-T10,D9-B15-T10,9,15,10,8,1.6,,,,,,,,8,"D09-B15-H057,D09-B15-H058,D09-B15-H059,D09-B15-H060,D09-B15-H061,D09-B15-H062,D09-B15-H063,D09-B15-H064"
36.330309,32.284187,D09-B16-T01,D9-B16-T1,9,16,1,4,1.75,,,,,,,,0,
36.330439,32.283916,D09-B16-T02,D9-B16-T2,9,16,2,4,1.75,,,,,,,,0,
36.330699,32.284359,D09-B16-T03,D9-B16-T3,9,16,3,4,1.7,,,,,,,,0,
36.330676,32.283835,D09-B16-T04,D9-B16-T4,9,16,4,4,1.6,,,,,,,,0,
36.330888,32.284325,D09-B16-T05,D9-B16-T5,9,16,5,4,1.8,,,,,,,,0,
36.330915,32.283760,D09-B16-T06,D9-B16-T6,9,16,6,4,1.8,,,,,,,,0,
36.331124,32.284244,D09-B16-T07,D9-B16-T7,9,16,7,4,1.75,,,,,,,,0,
36.331154,32.283685,D09-B16-T08,D9-B16-T8,9,16,8,4,1.75,,,,,,,,0,
36.331364,32.284169,D09-B16-T09,D9-B16-T9,9,16,9,4,1.75,,,,,,,,0,
36.331392,32.283609,D09-B16-T10,D9-B16-T10,9,16,10,4,1.75,,,,,,,,0,
36.331603,32.284091,D09-B16-T11,D9-B16-T11,9,16,11,4,1.75,,,,,,,,0,
36.331756,32.283770,D09-B16-T12,D9-B16-T12,9,16,12,4,1.75,,,,,,,,0,
36.325283,32.292678,D10-B01-T01,D10-B1-T1,10,1,1,4,160,,,,,,,,7,"D10-B01-H056,D10-B01-H057-1,D10-B01-H057-2,D10-B01-H058,D10-B01-H059,D10-B01-H060,D10-B01-H061"
36.325524,32.292428,D10-B01-T02,D10-B1-T2,10,1,2,4,160,,,,,,,,11,"D10-B01-H043,D10-B01-H044,D10-B01-H045,D10-B01-H046,D10-B01-H047,D10-B01-H050,D10-B01-H051-1,D10-B01-H051-2,D10-B01-H052,D10-B01-H053,D10-B01-H054"
36.326011,32.292683,D10-B01-T03,D10-B1-T3,10,1,3,4,160,,,,,,,,5,"D10-B01-H036,D10-B01-H040,D10-B01-H042,D10-B01-H048,D10-B01-H049"
36.326153,32.292243,D10-B01-T04,D10-B1-T4,10,1,4,4,160,,,,,,,,8,"D10-B01-H029,D10-B01-H031,D10-B01-H032,D10-B01-H033-1,D10-B01-H033-2,D10-B01-H037,D10-B01-H038,D10-B01-H039"
36.326447,32.292440,D10-B01-T05,D10-B1-T5,10,1,5,4,160,,,,,,,,10,"D10-B01-H019,D10-B01-H023,D10-B01-H024,D10-B01-H025,D10-B01-H026,D10-B01-H027,D10-B01-H028,D10-B01-H030,D10-B01-H034,D10-B01-H035"
36.326681,32.292028,D10-B01-T06,D10-B1-T6,10,1,6,4,160,,,,,,,,4,"D10-B01-H015,D10-B01-H022,D10-B01-H023-1,D10-B01-H023-2"
36.326991,32.292359,D10-B01-T07,D10-B1-T7,10,1,7,4,160,,,,,,,,6,"D10-B01-H016,D10-B01-H017,D10-B01-H018,D10-B01-H018-1,D10-B01-H020,D10-B01-H021"
36.327119,32.291877,D10-B01-T08,D10-B1-T8,10,1,8,4,160,,,,,,,,6,"D10-B01-H007,D10-B01-H008,D10-B01-H011,D10-B01-H012,D10-B01-H013,D10-B01-H014"
36.327286,32.291876,D10-B01-T09,D10-B1-T9,10,1,9,4,160,,,,,,,,6,"D10-B01-H001,D10-B01-H002,D10-B01-H003,D10-B01-H004,D10-B01-H006,D10-B01-H009"
36.327942,32.291772,D10-B02-T01,D10-B2-T1,10,2,1,8,120,,,,,,,,11,"D10-B02-H048,D10-B02-H049,D10-B02-H050,D10-B02-H051,D10-B02-H052,D10-B02-H053,D10-B02-H054,D10-B02-H055,D10-B02-H056,D10-B02-H057,D10-B02-H058"
36.328175,32.291590,D10-B02-T02,D10-B2-T2,10,2,2,4,120,,,,,,,,7,"D10-B02-H041,D10-B02-H042,D10-B02-H043,D10-B02-H044,D10-B02-H045,D10-B02-H046,D10-B02-H047"
36.328585,32.291611,D10-B02-T03,D10-B2-T3,10,2,3,8,140,,,,,,,,9,"D10-B02-H031,D10-B02-H032,D10-B02-H034,D10-B02-H035,D10-B02-H036,D10-B02-H037,D10-B02-H038,D10-B02-H039,D10-B02-H040"
36.329049,32.291338,D10-B02-T04,D10-B2-T4,10,2,4,4,160,,,,,,,,8,"D10-B02-H023,D10-B02-H024,D10-B02-H025,D10-B02-H026,D10-B02-H027,D10-B02-H028,D10-B02-H029,D10-B02-H033"
36.329399,32.291243,D10-B02-T05,D10-B2-T5,10,2,5,4,160,,,,,,,,8,"D10-B02-H015,D10-B02-H016,D10-B02-H017,D10-B02-H018,D10-B02-H019,D10-B02-H020,D10-B02-H021,D10-B02-H022"
36.329808,32.291301,D10-B02-T06,D10-B2-T6,10,2,6,8,140,,,,,,,,9,"D10-B02-H006,D10-B02-H007,D10-B02-H008,D10-B02-H009,D10-B02-H010,D10-B02-H011,D10-B02-H012,D10-B02-H013,D10-B02-H014"
36.330048,32.291387,D10-B02-T07,D10-B2-T7,10,2,7,4,140,,,,,,,,4,"D10-B02-H001,D10-B02-H002,D10-B02-H003,D10-B02-H004"
36.325037,32.292082,D10-B03-T01,D10-B3-T1,10,3,1,4,140,,,,,,,,9,"D10-B03-H076,D10-B03-H077,D10-B03-H078,D10-B03-H080,D10-B03-H081,D10-B03-H082,D10-B03-H083,D10-B03-H084,D10-B03-H085"
36.325259,32.291945,D10-B03-T02,D10-B3-T2,10,3,2,4,160,,,,,,,,6,"D10-B03-H061,D10-B03-H068,D10-B03-H069,D10-B03-H070,D10-B03-H071,D10-B03-H072"
36.325441,32.292235,D10-B03-T03,D10-B3-T3,10,3,3,8,160,,,,,,,,6,"D10-B03-H063,D10-B03-H065,D10-B03-H066,D10-B03-H073,D10-B03-H074,D10-B03-H075"
36.325608,32.292178,D10-B03-T04,D10-B3-T4,10,3,4,4,160,,,,,,,,5,"D10-B03-H056,D10-B03-H057,D10-B03-H058,D10-B03-H062,D10-B03-H064"
36.325528,32.291806,D10-B03-T05,D10-B3-T5,10,3,5,4,120,,,,,,,,8,"D10-B03-H046,D10-B03-H048,D10-B03-H049,D10-B03-H050,D10-B03-H051,D10-B03-H053,D10-B03-H059,D10-B03-H060"
36.325983,32.292061,D10-B03-T06,D10-B3-T6,10,3,6,4,160,,,,,,,,6,"D10-B03-H041,D10-B03-H043,D10-B03-H044,D10-B03-H045,D10-B03-H052,D10-B03-H055"
36.325929,32.291630,D10-B03-T07,D10-B3-T7,10,3,7,4,160,,,,,,,,5,"D10-B03-H037,D10-B03-H038,D10-B03-H039,D10-B03-H040,D10-B03-H047"
36.326440,32.291911,D10-B03-T08,D10-B3-T8,10,3,8,4,160,,,,,,,,10,"D10-B03-H024,D10-B03-H025,D10-B03-H026,D10-B03-H027,D10-B03-H028,D10-B03-H029,D10-B03-H034,D10-B03-H035,D10-B03-H036,D10-B03-H042"
36.326435,32.291275,D10-B03-T09,D10-B3-T9,10,3,9,4,160,,,,,,,,8,"D10-B03-H022,D10-B03-H023,D10-B03-H023-1,D10-B03-H024,D10-B03-H030,D10-B03-H031,D10-B03-H032,D10-B03-H033"
36.326807,32.291414,D10-B03-T10,D10-B3-T10,10,3,10,8,160,,,,,,,,8,"D10-B03-H010,D10-B03-H012,D10-B03-H016,D10-B03-H017,D10-B03-H018,D10-B03-H019,D10-B03-H020,D10-B03-H021"
36.327067,32.291729,D10-B03-T11,D10-B3-T11,10,3,11,4,160,,,,,,,,7,"D10-B03-H004,D10-B03-H005,D10-B03-H006,D10-B03-H007,D10-B03-H013,D10-B03-H014,D10-B03-H015"
36.327045,32.291207,D10-B03-T12,D10-B3-T12,10,3,12,4,120,,,,,,,,5,"D10-B03-H001,D10-B03-H002,D10-B03-H003,D10-B03-H009,D10-B03-H011"
36.327413,32.290777,D10-B04-T01,D10-B4-T1,10,4,1,4,160,,,,,,,,6,"D10-B04-H070,D10-B04-H071,D10-B04-H072,D10-B04-H073,D10-B04-H082,D10-B04-H083"
36.327711,32.291015,D10-B04-T02,D10-B4-T2,10,4,2,4,160,,,,,,,,6,"D10-B04-H067,D10-B04-H069,D10-B04-H074,D10-B04-H075,D10-B04-H077,D10-B04-H081"
36.327853,32.291398,D10-B04-T03,D10-B4-T3,10,4,3,4,160,,,,,,,,8,"D10-B04-H063,D10-B04-H064,D10-B04-H066,D10-B04-H068,D10-B04-H076,D10-B04-H078,D10-B04-H079,D10-B04-H080"
36.328316,32.291190,D10-B04-T04,D10-B4-T4,10,4,4,4,160,,,,,,,,7,"D10-B04-H047,D10-B04-H048,D10-B04-H049,D10-B04-H055,D10-B04-H061,D10-B04-H062,D10-B04-H065"
36.328427,32.291033,D10-B04-T05,D10-B4-T5,10,4,5,4,160,,,,,,,,7,"D10-B04-H046,D10-B04-H047,D10-B04-H050,D10-B04-H051,D10-B04-H057,D10-B04-H058,D10-B04-H060"
36.328333,32.290816,D10-B04-T06,D10-B4-T6,10,4,6,8,160,,,,,,,,12,"D10-B04-H037,D10-B04-H038,D10-B04-H041,D10-B04-H042,D10-B04-H043,D10-B04-H043-1,D10-B04-H044,D10-B04-H045,D10-B04-H052,D10-B04-H053,D10-B04-H054,D10-B04-H056"
36.328813,32.290882,D10-B04-T07,D10-B4-T7,10,4,7,4,160,,,,,,,,7,"D10-B04-H033,D10-B04-H034,D10-B04-H035,D10-B04-H036,D10-B04-H038,D10-B04-H039,D10-B04-H040"
36.329208,32.290716,D10-B04-T08,D10-B4-T8,10,4,8,4,160,,,,,,,,5,"D10-B04-H021,D10-B04-H022,D10-B04-H026,D10-B04-H027,D10-B04-H029"
36.329268,32.290959,D10-B04-T09,D10-B4-T9,10,4,9,4,160,,,,,,,,5,"D10-B04-H023,D10-B04-H025,D10-B04-H030,D10-B04-H031,D10-B04-H032"
36.329680,32.290855,D10-B04-T10,D10-B4-T10,10,4,10,4,160,,,,,,,,5,"D10-B04-H001,D10-B04-H011,D10-B04-H014,D10-B04-H020,D10-B04-H021"
36.329725,32.290605,D10-B04-T11,D10-B4-T11,10,4,11,4,160,,,,,,,,6,"D10-B04-H003,D10-B04-H004,D10-B04-H007,D10-B04-H008,D10-B04-H009,D10-B04-H013"
36.329182,32.290228,D10-B04-T12,D10-B4-T12,10,4,12,4,160,,,,,,,,4,"D10-B04-H005,D10-B04-H006,D10-B04-H015,D10-B04-H016"
36.324439,32.291227,D10-B05-T01,D10-B5-T1,10,5,1,4,160,,,,,,,,5,"D10-B05-H078,D10-B05-H079,D10-B05-H080,D10-B05-H081,D10-B05-H082"
36.324476,32.290915,D10-B05-T02,D10-B5-T2,10,5,2,4,160,,,,,,,,5,"D10-B05-H073,D10-B05-H074,D10-B05-H083,D10-B05-H084,D10-B05-H085"
36.324924,32.291182,D10-B05-T03,D10-B5-T3,10,5,3,4,160,,,,,,,,9,"D10-B05-H059,D10-B05-H066,D10-B05-H067,D10-B05-H068,D10-B05-H069,D10-B05-H070,D10-B05-H075,D10-B05-H076,D10-B05-H077"
36.324804,32.290916,D10-B05-T04,D10-B5-T4,10,5,4,8,160,,,,,,,,7,"D10-B05-H060,D10-B05-H061,D10-B05-H063,D10-B05-H064,D10-B05-H065,D10-B05-H071,D10-B05-H072"
36.325150,32.290707,D10-B05-T05,D10-B5-T5,10,5,5,4,160,,,,,,,,8,"D10-B05-H041,D10-B05-H051,D10-B05-H052,D10-B05-H053,D10-B05-H054,D10-B05-H055,D10-B05-H056,D10-B05-H062"
36.325333,32.290579,D10-B05-T06,D10-B5-T6,10,5,6,4,160,,,,,,,,5,"D10-B05-H033,D10-B05-H039,D10-B05-H040,D10-B05-H042,D10-B05-H043"
36.325462,32.290991,D10-B05-T07,D10-B5-T7,10,5,7,4,160,,,,,,,,8,"D10-B05-H044,D10-B05-H045,D10-B05-H047,D10-B05-H048,D10-B05-H049,D10-B05-H050,D10-B05-H057,D10-B05-H058"
36.325825,32.290858,D10-B05-T08,D10-B5-T8,10,5,8,8,160,,,,,,,,9,"D10-B05-H027,D10-B05-H028,D10-B05-H029,D10-B05-H030,D10-B05-H034,D10-B05-H035,D10-B05-H036,D10-B05-H037,D10-B05-H038"
36.325745,32.290547,D10-B05-T09,D10-B5-T9,10,5,9,4,160,,,,,,,,5,"D10-B05-H024,D10-B05-H025,D10-B05-H026,D10-B05-H031,D10-B05-H032"
36.326172,32.290705,D10-B05-T10,D10-B5-T10,10,5,10,4,160,,,,,,,,7,"D10-B05-H017,D10-B05-H018,D10-B05-H019,D10-B05-H020,D10-B05-H021,D10-B05-H022,D10-B05-H023"
36.326328,32.290470,D10-B05-T11,D10-B5-T11,10,5,11,4,160,,,,,,,,8,"D10-B05-H001,D10-B05-H006,D10-B05-H007,D10-B05-H008,D10-B05-H009,D10-B05-H010,D10-B05-H011,D10-B05-H012"
36.326178,32.290366,D10-B05-T12,D10-B5-T12,10,5,12,4,160,,,,,,,,7,"D10-B05-H002,D10-B05-H003,D10-B05-H004,D10-B05-H005,D10-B05-H014,D10-B05-H015,D10-B05-H016"
36.327004,32.290270,D10-B06-T01,D10-B6-T1,10,6,1,4,160,,,,,,,,6,"D10-B06-H072,D10-B06-H073,D10-B06-H074,D10-B06-H075,D10-B06-H076,D10-B06-H077"
36.327274,32.290008,D10-B06-T02,D10-B6-T2,10,6,2,4,160,,,,,,,,6,"D10-B06-H055,D10-B06-H056,D10-B06-H064,D10-B06-H065,D10-B06-H066,D10-B06-H067"
36.327386,32.290372,D10-B06-T03,D10-B6-T3,10,6,3,4,160,,,,,,,,7,"D10-B06-H061,D10-B06-H062,D10-B06-H063,D10-B06-H068,D10-B06-H069,D10-B06-H070,D10-B06-H071"
36.327524,32.290236,D10-B06-T04,D10-B6-T4,10,6,4,4,160,,,,,,,,7,"D10-B06-H050,D10-B06-H051,D10-B06-H052,D10-B06-H053,D10-B06-H057,D10-B06-H059,D10-B06-H060"
36.327874,32.290106,D10-B06-T05,D10-B6-T5,10,6,5,4,160,,,,,,,,7,"D10-B06-H037,D10-B06-H044,D10-B06-H045,D10-B06-H046,D10-B06-H047,D10-B06-H048,D10-B06-H049"
36.328120,32.290012,D10-B06-T06,D10-B6-T6,10,6,6,8,160,,,,,,,,10,"D10-B06-H032,D10-B06-H033,D10-B06-H034,D10-B06-H036,D10-B06-H037,D10-B06-H039,D10-B06-H040,D10-B06-H041,D10-B06-H042,D10-B06-H043"
36.328384,32.289933,D10-B06-T07,D10-B6-T7,10,6,7,8,160,,,,,,,,9,"D10-B06-H021,D10-B06-H022,D10-B06-H023,D10-B06-H024,D10-B06-H025,D10-B06-H027,D10-B06-H028,D10-B06-H029,D10-B06-H030"
36.328686,32.289927,D10-B06-T08,D10-B6-T8,10,6,8,8,160,,,,,,,,6,"D10-B06-H011,D10-B06-H012,D10-B06-H013,D10-B06-H016,D10-B06-H019,D10-B06-H020"
36.329177,32.289916,D10-B06-T09,D10-B6-T9,10,6,9,4,160,,,,,,,,6,"D10-B06-H001,D10-B06-H002,D10-B06-H003,D10-B06-H004,D10-B06-H005,D10-B06-H010"
36.329041,32.289261,D10-B06-T10,D10-B6-T10,10,6,10,4,160,,,,,,,,6,"D10-B06-H006,D10-B06-H007,D10-B06-H008,D10-B06-H009,D10-B06-H013,D10-B06-H014"
36.324208,32.290423,D10-B07-T01,D10-B7-T1,10,7,1,4,160,,,,,,,,6,"D10-B07-H056,D10-B07-H064,D10-B07-H065,D10-B07-H066,D10-B07-H067-1,D10-B07-H067-2"
36.324239,32.290002,D10-B07-T02,D10-B7-T2,10,7,2,4,160,,,,,,,,9,"D10-B07-H051,D10-B07-H052,D10-B07-H053,D10-B07-H058,D10-B07-H059,D10-B07-H062,D10-B07-H063,D10-B07-H064,D10-B07-H068"
36.324668,32.289955,D10-B07-T03,D10-B7-T3,10,7,3,4,160,,,,,,,,8,"D10-B07-H036,D10-B07-H039,D10-B07-H040,D10-B07-H046,D10-B07-H047,D10-B07-H048,D10-B07-H049,D10-B07-H050"
36.324715,32.290150,D10-B07-T04,D10-B7-T4,10,7,4,8,160,,,,,,,,7,"D10-B07-H041,D10-B07-H042,D10-B07-H043,D10-B07-H044,D10-B07-H045,D10-B07-H054,D10-B07-H055"
36.325184,32.290155,D10-B07-T05,D10-B7-T5,10,7,5,4,160,,,,,,,,5,"D10-B07-H023,D10-B07-H032,D10-B07-H033,D10-B07-H034,D10-B07-H035"
36.324967,32.289628,D10-B07-T06,D10-B7-T6,10,7,6,4,160,,,,,,,,4,"D10-B07-H026,D10-B07-H027,D10-B07-H037,D10-B07-H038"
36.325219,32.289919,D10-B07-T07,D10-B7-T7,10,7,7,8,160,,,,,,,,9,"D10-B07-H018,D10-B07-H019,D10-B07-H020,D10-B07-H021,D10-B07-H022,D10-B07-H028,D10-B07-H029,D10-B07-H030,D10-B07-H031"
36.325464,32.289462,D10-B07-T08,D10-B7-T8,10,7,8,4,160,,,,,,,,5,"D10-B07-H008,D10-B07-H009,D10-B07-H015,D10-B07-H016,D10-B07-H017"
36.325824,32.289980,D10-B07-T09,D10-B7-T9,10,7,9,4,160,,,,,,,,5,"D10-B07-H007-1,D10-B07-H007-2,D10-B07-H007-3,D10-B07-H012,D10-B07-H013"
36.325983,32.289761,D10-B07-T10,D10-B7-T10,10,7,10,4,160,,,,,,,,7,"D10-B07-H004,D10-B07-H005,D10-B07-H006,D10-B07-H007,D10-B07-H010,D10-B07-H011,D10-B07-H014"
36.326618,32.289135,D10-B08-T01,D10-B8-T1,10,8,1,4,160,,,,,,,,4,"D10-B08-H079,D10-B08-H080,D10-B08-H088,D10-B08-H089"
36.327003,32.289565,D10-B08-T02,D10-B8-T2,10,8,2,8,160,,,,,,,,10,"D10-B08-H075,D10-B08-H076,D10-B08-H077,D10-B08-H081,D10-B08-H082,D10-B08-H083,D10-B08-H084,D10-B08-H085,D10-B08-H086,D10-B08-H087"
36.326915,32.289190,D10-B08-T03,D10-B8-T3,10,8,3,4,160,,,,,,,,5,"D10-B08-H071,D10-B08-H072,D10-B08-H073,D10-B08-H074,D10-B08-H078"
36.327297,32.289086,D10-B08-T04,D10-B8-T4,10,8,4,8,160,,,,,,,,13,"D10-B08-H056,D10-B08-H057,D10-B08-H058,D10-B08-H059,D10-B08-H062,D10-B08-H063,D10-B08-H064,D10-B08-H065,D10-B08-H066,D10-B08-H067,D10-B08-H068,D10-B08-H069,D10-B08-H070"
36.327241,32.288789,D10-B08-T05,D10-B8-T5,10,8,5,4,160,,,,,,,,8,"D10-B08-H049,D10-B08-H050,D10-B08-H051,D10-B08-H052,D10-B08-H053,D10-B08-H054,D10-B08-H060,D10-B08-H061"
36.327752,32.289234,D10-B08-T06,D10-B8-T6,10,8,6,8,160,,,,,,,,3,"D10-B08-H047,D10-B08-H048,D10-B08-H049"
36.327870,32.289081,D10-B08-T07,D10-B8-T7,10,8,7,4,160,,,,,,,,5,"D10-B08-H034,D10-B08-H036,D10-B08-H037,D10-B08-H045,D10-B08-H046"
36.327806,32.288718,D10-B08-T08,D10-B8-T8,10,8,8,4,160,,,,,,,,4,"D10-B08-H041,D10-B08-H042,D10-B08-H043,D10-B08-H044"
36.328091,32.288641,D10-B08-T09,D10-B8-T9,10,8,9,8,160,,,,,,,,8,"D10-B08-H028,D10-B08-H029,D10-B08-H031,D10-B08-H032,D10-B08-H033,D10-B08-H038,D10-B08-H039,D10-B08-H040"
36.328555,32.288933,D10-B08-T10,D10-B8-T10,10,8,10,4,160,,,,,,,,5,"D10-B08-H023,D10-B08-H024,D10-B08-H025,D10-B08-H027,D10-B08-H035"
36.328559,32.288551,D10-B08-T11,D10-B8-T11,10,8,11,8,160,,,,,,,,10,"D10-B08-H005,D10-B08-H006,D10-B08-H007,D10-B08-H009,D10-B08-H010,D10-B08-H017,D10-B08-H018,D10-B08-H019,D10-B08-H021,D10-B08-H022"
36.329067,32.288814,D10-B08-T12,D10-B8-T12,10,8,12,4,160,,,,,,,,8,"D10-B08-H001,D10-B08-H002,D10-B08-H004,D10-B08-H011,D10-B08-H012,D10-B08-H013,D10-B08-H014,D10-B08-H015"
36.323609,32.289254,D10-B09-T01,D10-B9-T1,10,9,1,4,160,,,,,,,,8,"D10-B09-H066,D10-B09-H069,D10-B09-H070,D10-B09-H071,D10-B09-H071-1,D10-B09-H072,D10-B09-H073,D10-B09-H074"
36.323805,32.288956,D10-B09-T02,D10-B9-T2,10,9,2,4,160,,,,,,,,6,"D10-B09-H058,D10-B09-H059,D10-B09-H061,D10-B09-H063,D10-B09-H064,D10-B09-H065"
36.324207,32.289328,D10-B09-T03,D10-B9-T3,10,9,3,8,160,,,,,,,,7,"D10-B09-H047,D10-B09-H048,D10-B09-H055,D10-B09-H056,D10-B09-H057,D10-B09-H067,D10-B09-H068"
36.324221,32.288830,D10-B09-T04,D10-B9-T4,10,9,4,4,160,,,,,,,,7,"D10-B09-H042,D10-B09-H043,D10-B09-H044,D10-B09-H049,D10-B09-H050,D10-B09-H051,D10-B09-H052"
36.324507,32.288650,D10-B09-T05,D10-B9-T5,10,9,5,2,160,,,,,,,,1,D10-B09-H040
36.324647,32.289011,D10-B09-T06,D10-B9-T6,10,9,6,4,160,,,,,,,,5,"D10-B09-H037,D10-B09-H038,D10-B09-H039,D10-B09-H046,D10-B09-H046-1"
36.324995,32.288782,D10-B09-T07,D10-B9-T7,10,9,7,4,160,,,,,,,,4,"D10-B09-H033,D10-B09-H034,D10-B09-H035,D10-B09-H036"
36.325107,32.288534,D10-B09-T08,D10-B9-T8,10,9,8,2,160,,,,,,,,3,"D10-B09-H016,D10-B09-H023,D10-B09-H025"
36.325377,32.288673,D10-B09-T09,D10-B9-T9,10,9,9,8,160,,,,,,,,12,"D10-B09-H011,D10-B09-H012,D10-B09-H013,D10-B09-H018,D10-B09-H019,D10-B09-H020,D10-B09-H021,D10-B09-H022,D10-B09-H023,D10-B09-H026,D10-B09-H027,D10-B09-H028"
36.325511,32.288323,D10-B09-T10,D10-B9-T10,10,9,10,4,160,,,,,,,,7,"D10-B09-H004,D10-B09-H005,D10-B09-H006,D10-B09-H007,D10-B09-H009,D10-B09-H014,D10-B09-H015"
36.325726,32.288643,D10-B09-T11,D10-B9-T11,10,9,11,4,160,,,,,,,,4,"D10-B09-H001,D10-B09-H002,D10-B09-H003,D10-B09-H010"
36.326445,32.288426,D10-B10-T01,D10-B10-T1,10,10,1,4,160,,,,,,,,7,"D10-B10-H054,D10-B10-H055,D10-B10-H065,D10-B10-H066,D10-B10-H067,D10-B10-H068,D10-B10-H069"
36.326276,32.288267,D10-B10-T02,D10-B10-T2,10,10,2,4,160,,,,,,,,9,"D10-B10-H057,D10-B10-H058,D10-B10-H059,D10-B10-H059-1,D10-B10-H060,D10-B10-H061,D10-B10-H062,D10-B10-H063,D10-B10-H064"
36.326550,32.288073,D10-B10-T03,D10-B10-T3,10,10,3,2,160,,,,,,,,1,D10-B10-H050
36.326741,32.288421,D10-B10-T04,D10-B10-T4,10,10,4,4,160,,,,,,,,7,"D10-B10-H048,D10-B10-H049,D10-B10-H051,D10-B10-H051-1,D10-B10-H052,D10-B10-H053,D10-B10-H056"
36.327007,32.287945,D10-B10-T05,D10-B10-T5,10,10,5,4,160,,,,,,,,4,"D10-B10-H036,D10-B10-H037,D10-B10-H039,D10-B10-H041"
36.327013,32.288248,D10-B10-T06,D10-B10-T6,10,10,6,4,160,,,,,,,,6,"D10-B10-H035,D10-B10-H042,D10-B10-H043,D10-B10-H044,D10-B10-H046,D10-B10-H047"
36.327404,32.288134,D10-B10-T07,D10-B10-T7,10,10,7,4,160,,,,,,,,9,"D10-B10-H019,D10-B10-H025,D10-B10-H026,D10-B10-H027,D10-B10-H028,D10-B10-H029,D10-B10-H030,D10-B10-H032,D10-B10-H034"
36.327699,32.287860,D10-B10-T08,D10-B10-T8,10,10,8,4,160,,,,,,,,7,"D10-B10-H014,D10-B10-H015,D10-B10-H015-1,D10-B10-H016,D10-B10-H022,D10-B10-H023,D10-B10-H024"
36.328139,32.288000,D10-B10-T09,D10-B10-T9,10,10,9,8,160,,,,,,,,5,"D10-B10-H006,D10-B10-H007,D10-B10-H011,D10-B10-H017,D10-B10-H018"
36.328225,32.288226,D10-B10-T10,D10-B10-T10,10,10,10,4,160,,,,,,,,4,"D10-B10-H001-1,D10-B10-H006-1,D10-B10-H006-2,D10-B10-H007-1"
36.328280,32.287602,D10-B10-T11,D10-B10-T11,10,10,11,4,160,,,,,,,,3,"D10-B10-H001,D10-B10-H002-1,D10-B10-H004"
36.323247,32.288470,D10-B11-T01,D10-B11-T1,10,11,1,4,160,,,,,,,,8,"D10-B11-H049,D10-B11-H050,D10-B11-H053,D10-B11-H063,D10-B11-H064,D10-B11-H065,D10-B11-H066,D10-B11-H067"
36.323140,32.288056,D10-B11-T02,D10-B11-T2,10,11,2,4,160,,,,,,,,7,"D10-B11-H054,D10-B11-H056,D10-B11-H057,D10-B11-H059,D10-B11-H060,D10-B11-H061,D10-B11-H062"
36.323621,32.288329,D10-B11-T03,D10-B11-T3,10,11,3,4,160,,,,,,,,6,"D10-B11-H046,D10-B11-H047,D10-B11-H048,D10-B11-H051,D10-B11-H052,D10-B11-H055"
36.323637,32.288021,D10-B11-T04,D10-B11-T4,10,11,4,4,160,,,,,,,,5,"D10-B11-H039,D10-B11-H041,D10-B11-H043,D10-B11-H044,D10-B11-H045"
36.323925,32.288282,D10-B11-T05,D10-B11-T5,10,11,5,4,160,,,,,,,,7,"D10-B11-H028,D10-B11-H029,D10-B11-H030,D10-B11-H036,D10-B11-H037,D10-B11-H038,D10-B11-H040"
36.323901,32.287752,D10-B11-T06,D10-B11-T6,10,11,6,4,160,,,,,,,,7,"D10-B11-H021,D10-B11-H022,D10-B11-H023,D10-B11-H031,D10-B11-H032,D10-B11-H033,D10-B13-H049"
